Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
启动本地服务器：starccm+.bat -server -new 
Serial process 22988

Simcenter STAR-CCM+ 2402 Build 19.02.009 (win64/clang15.0vc14.2-r8)

License build date: 16 February 2023
This version of the code requires license version 2024.02 or greater.
Checking license file: C:\Users\Kogami\license.dat
Checking license file: C:/Users/Kogami/license.dat
Checking license file: D:\STAR CCM\17.04.008-R8\license.dat
Unable to list features for license file D:\STAR CCM\17.04.008-R8\license.dat.
1 copy of ccmpsuite checked out from C:\Users\Kogami\license.dat
Feature ccmpsuite does not expire
Mon Sep 21 17:53:22 2026

Server::start -host Jerry:47827
正在播放宏： C:\Users\Kogami\cb_dl\tmr\run2\allin3.java
allin3.java:35: 警告: [deprecation] star.common.ContinuumManager中的setContinuum(java.util.List<star.common.Region>,star.common.Continuum)已过时
        sim.getContinuumManager().setContinuum(rl, pc);
                                 ^

A3-START
Loading module: Mapping


Importing C:/Users/Kogami/cb_dl/tmr/grid_struct_137x97_vol.cgns
Loading module: CaeIOCgns
Reading C:\Users\Kogami\cb_dl\tmr\grid_struct_137x97_vol.cgns...
Reading faces : 52456
Re-Reading faces : 52456
Number of faces: 26576
   Reading boundary: Base:Zone   1:default
Processing mesh
Finished reading C:\Users\Kogami\cb_dl\tmr\grid_struct_137x97_vol.cgns
Reordering
Finished importing
Imported coordinate extents (m)
X extents: [-0.33333, 2.0]
   Y extents: [-1.0, 0.0]
   Z extents: [0.0, 1.0]

INFO: No CGNS units information found for base node 1
Splitting default into 6 pieces...
Created new boundary default 2 with 96 faces
Created new boundary default 3 with 96 faces
Created new boundary default 4 with 136 faces
Created new boundary default 5 with 136 faces
Created new boundary default 6 with 13056 faces
Boundary default left with 13056 faces.
A3-1-MESH n=6
Reading material property database "C:\Program Files\Siemens\19.02.009-R8\STAR-CCM+19.02.009-R8\star\data\props.mdb"...
Loading module: SegregatedFlowModel
Loading module: SegregatedEnergyModel
Loading module: KwTurbModel
A3-2-PHYSICS
A3-BND default cx=0.833 cz=0.5000
A3-BND default 2 cx=-0.333 cz=0.5000
A3-BND default 3 cx=2.000 cz=0.5000
A3-BND default 4 cx=0.833 cz=0.0000
A3-BND default 5 cx=0.833 cz=1.0000
A3-BND default 6 cx=0.833 cz=0.5000
A3-ID: wall=default 4 top=default 5 in=default 2 out=default 3
Created new boundary default 4 2 with 24 faces
Boundary default 4 left with 112 faces.
A3-3-SPLITX
A3-4-SLIP: default 4 2
A3-5-TYPES
A3-6-VEL: 50.0 m/s
A3-7-SETUP
Initialization of star.flow.EffectiveViscosityModel requires an additional pass...
Initialization of star.flow.EffectiveViscositySolver requires an additional pass...

Error: AMG solver diverged.
AMG exit reason: Diverged due to exceeding divergence tolerance.
Relative residual: 1.296058e+05
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
            23   1.426355e-02   3.187908e-02   3.398336e-03   8.407885e-02   0.000000e+00   3.825829e-01   3.179547e-04 
            24   1.101032e-02   2.823631e-02   3.091276e-03   7.902653e-02   0.000000e+00   4.262066e-01   1.988006e-03 
            25   8.178945e-03   2.728720e-02   2.140484e-03   7.542203e-02   0.000000e+00   4.654412e-01   1.212000e-03 
            26   5.811919e-03   2.657221e-02   1.743585e-03   7.221730e-02   0.000000e+00   4.995096e-01   5.574478e-04 
            27   4.145973e-03   2.474294e-02   1.661160e-03   6.956353e-02   0.000000e+00   5.287904e-01   2.220370e-04 
            28   3.302809e-03   2.265975e-02   1.420812e-03   6.737849e-02   0.000000e+00   5.531569e-01   1.956389e-04 
            29   2.838023e-03   2.077825e-02   1.114244e-03   6.536752e-02   0.000000e+00   5.734269e-01   4.363358e-04 
            30   2.499765e-03   1.936885e-02   1.048431e-03   6.349574e-02   0.000000e+00   5.918497e-01   1.854173e-04 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
            31   2.087198e-03   1.839063e-02   1.059299e-03   6.178374e-02   0.000000e+00   6.096903e-01   9.681837e-05 
            32   1.768175e-03   1.782907e-02   9.211289e-04   6.020263e-02   0.000000e+00   6.246755e-01   2.509161e-04 
            33   1.512719e-03   1.751615e-02   8.955235e-04   5.872114e-02   0.000000e+00   6.347770e-01   2.142184e-04 
            34   1.300901e-03   1.735527e-02   8.675277e-04   5.730581e-02   0.000000e+00   6.427923e-01   1.629952e-04 
            35   1.125463e-03   1.731595e-02   8.474640e-04   5.592939e-02   0.000000e+00   6.487579e-01   1.186658e-04 
            36   9.833374e-04   1.735790e-02   8.249582e-04   5.457466e-02   0.000000e+00   6.560512e-01   2.889002e-04 
            37   8.690853e-04   1.746532e-02   7.939385e-04   5.323160e-02   0.000000e+00   6.590746e-01   2.373125e-04 
            38   7.804919e-04   1.762848e-02   7.627064e-04   5.189675e-02   0.000000e+00   6.609475e-01   4.116275e-04 
            39   7.136576e-04   1.783571e-02   7.523296e-04   5.056377e-02   0.000000e+00   6.620316e-01   1.321662e-03 
            40   6.668740e-04   1.807160e-02   7.565842e-04   4.922594e-02   0.000000e+00   6.625901e-01   5.875437e-04 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
            41   6.312630e-04   1.836140e-02   8.334098e-04   4.787324e-02   0.000000e+00   6.626983e-01   7.276025e-04 
            42   6.025154e-04   1.863110e-02   7.701970e-04   4.652246e-02   0.000000e+00   6.625634e-01   6.747517e-04 
            43   5.856681e-04   1.892036e-02   7.100944e-04   4.515044e-02   0.000000e+00   6.622272e-01   8.696975e-04 
            44   5.816458e-04   1.922553e-02   6.922480e-04   4.376949e-02   0.000000e+00   6.617534e-01   1.405403e-03 
            45   5.744396e-04   1.954209e-02   7.266711e-04   4.237787e-02   0.000000e+00   6.612460e-01   1.326431e-03 
            46   5.716517e-04   1.984070e-02   6.897347e-04   4.097603e-02   0.000000e+00   6.607280e-01   1.330768e-03 
            47   5.744845e-04   2.012877e-02   6.776234e-04   3.956840e-02   0.000000e+00   6.602661e-01   2.694527e-03 
            48   5.749826e-04   2.041087e-02   9.383361e-04   3.814861e-02   0.000000e+00   6.598305e-01   5.036144e-03 
            49   5.854768e-04   2.068610e-02   7.942372e-04   3.672163e-02   0.000000e+00   6.595852e-01   2.542525e-03 
            50   5.933993e-04   2.094997e-02   7.181416e-04   3.527429e-02   0.000000e+00   6.594394e-01   1.901461e-03 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
            51   6.092932e-04   2.120107e-02   7.517171e-04   3.380941e-02   0.000000e+00   6.595853e-01   1.772557e-03 
            52   6.256983e-04   2.143262e-02   7.123197e-04   3.231951e-02   0.000000e+00   6.601796e-01   2.811413e-03 
            53   6.332120e-04   2.164198e-02   6.246413e-04   3.079093e-02   0.000000e+00   6.613045e-01   2.262233e-03 
            54   6.433417e-04   2.181968e-02   5.832406e-04   2.924077e-02   0.000000e+00   6.631062e-01   1.630959e-03 
            55   6.465783e-04   2.194650e-02   6.356349e-04   2.766781e-02   0.000000e+00   6.657049e-01   2.064571e-03 
            56   6.591922e-04   2.199889e-02   6.721212e-04   2.608383e-02   0.000000e+00   6.693876e-01   2.784576e-03 
            57   6.484358e-04   2.196960e-02   5.828151e-04   2.451088e-02   0.000000e+00   6.742665e-01   5.568270e-03 
            58   6.349935e-04   2.182326e-02   6.290744e-04   2.298720e-02   0.000000e+00   6.805440e-01   7.239906e-03 
            59   6.095657e-04   2.155416e-02   6.418136e-04   2.154280e-02   0.000000e+00   6.882903e-01   8.552060e-03 
            60   5.754406e-04   2.115582e-02   7.192354e-04   2.018595e-02   0.000000e+00   6.979733e-01   9.687136e-03 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
            61   5.323306e-04   2.063513e-02   7.366990e-04   1.893079e-02   0.000000e+00   7.098061e-01   3.573450e-03 
            62   4.960735e-04   2.000427e-02   7.707107e-04   1.776619e-02   0.000000e+00   7.239415e-01   1.346976e-03 
            63   4.727039e-04   1.930506e-02   7.627466e-04   1.667201e-02   0.000000e+00   7.407291e-01   6.850826e-04 
            64   4.657122e-04   1.855218e-02   6.914650e-04   1.561662e-02   0.000000e+00   7.604102e-01   3.244620e-04 
            65   4.820307e-04   1.779110e-02   6.527242e-04   1.458306e-02   0.000000e+00   7.826815e-01   1.178469e-04 
            66   5.147821e-04   1.706634e-02   6.367141e-04   1.355408e-02   0.000000e+00   8.077272e-01   3.298730e-05 
            67   5.529943e-04   1.642198e-02   6.364006e-04   1.252532e-02   0.000000e+00   8.355402e-01   8.086121e-06 
            68   6.003377e-04   1.588347e-02   6.283640e-04   1.149132e-02   0.000000e+00   8.624508e-01   2.344672e-06 
            69   6.452264e-04   1.545532e-02   7.195441e-04   1.046573e-02   0.000000e+00   8.913116e-01   1.536619e-06 
            70   6.658971e-04   1.511247e-02   6.366010e-04   9.435597e-03   0.000000e+00   9.208652e-01   1.402778e-06 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
            71   6.624233e-04   1.480155e-02   6.752397e-04   8.422123e-03   0.000000e+00   9.512711e-01   1.331477e-06 
            72   6.440659e-04   1.446603e-02   7.211697e-04   7.462439e-03   0.000000e+00   9.817118e-01   1.271852e-06 
            73   6.064708e-04   1.405925e-02   7.481994e-04   6.595668e-03   0.000000e+00   1.011080e+00   1.217208e-06 
            74   5.584462e-04   1.355445e-02   7.832991e-04   5.851756e-03   0.000000e+00   1.038732e+00   1.172534e-06 
            75   4.991221e-04   1.294313e-02   7.170232e-04   5.249149e-03   0.000000e+00   1.063478e+00   1.124739e-06 
            76   4.393841e-04   1.222167e-02   6.413770e-04   4.774158e-03   0.000000e+00   1.084910e+00   1.065574e-06 
            77   3.697037e-04   1.142063e-02   5.105436e-04   4.392530e-03   0.000000e+00   1.103886e+00   1.019698e-06 
            78   3.228100e-04   1.059503e-02   4.264222e-04   4.091780e-03   0.000000e+00   1.122287e+00   9.745132e-07 
            79   3.075873e-04   9.729989e-03   3.877419e-04   3.760824e-03   0.000000e+00   1.133610e+00   9.328351e-07 
            80   3.064418e-04   8.878538e-03   3.791204e-04   3.419366e-03   0.000000e+00   1.140214e+00   8.932851e-07 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
            81   3.157974e-04   8.078494e-03   3.816121e-04   3.080957e-03   0.000000e+00   1.142817e+00   8.559912e-07 
            82   3.287489e-04   7.362626e-03   3.893268e-04   2.760338e-03   0.000000e+00   1.142471e+00   8.209554e-07 
            83   3.444756e-04   6.756351e-03   4.039582e-04   2.464479e-03   0.000000e+00   1.140262e+00   7.872206e-07 
            84   3.504089e-04   6.245305e-03   4.138106e-04   2.199724e-03   0.000000e+00   1.136456e+00   7.560279e-07 
            85   3.458713e-04   5.816820e-03   4.206913e-04   1.982747e-03   0.000000e+00   1.132356e+00   7.266611e-07 
            86   3.362510e-04   5.450119e-03   4.394191e-04   1.816665e-03   0.000000e+00   1.126846e+00   6.996327e-07 
            87   3.231506e-04   5.126913e-03   4.468526e-04   1.678173e-03   0.000000e+00   1.120030e+00   6.707072e-07 
            88   3.048072e-04   4.841889e-03   4.622043e-04   1.570075e-03   0.000000e+00   1.111200e+00   6.459752e-07 
            89   2.838083e-04   4.589469e-03   4.790323e-04   1.480752e-03   0.000000e+00   1.100075e+00   6.211349e-07 
            90   2.675293e-04   4.359688e-03   4.865219e-04   1.402206e-03   0.000000e+00   1.087506e+00   5.983600e-07 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
            91   2.462753e-04   4.151577e-03   5.018692e-04   1.335167e-03   0.000000e+00   1.072323e+00   5.773814e-07 
            92   2.259495e-04   3.963529e-03   5.166740e-04   1.276408e-03   0.000000e+00   1.056348e+00   5.567909e-07 
            93   2.172786e-04   3.792997e-03   5.278040e-04   1.224634e-03   0.000000e+00   1.039852e+00   5.377511e-07 
            94   2.117532e-04   3.640654e-03   5.416907e-04   1.182225e-03   0.000000e+00   1.022744e+00   5.198010e-07 
            95   2.070166e-04   3.503906e-03   5.549234e-04   1.147767e-03   0.000000e+00   1.006406e+00   5.029137e-07 
            96   2.034635e-04   3.381236e-03   5.691460e-04   1.120038e-03   0.000000e+00   9.901904e-01   4.870255e-07 
            97   1.976195e-04   3.270810e-03   5.830890e-04   1.097802e-03   0.000000e+00   9.740726e-01   4.720865e-07 
            98   1.890387e-04   3.172048e-03   5.974472e-04   1.079570e-03   0.000000e+00   9.587863e-01   4.580449e-07 
            99   1.793436e-04   3.083465e-03   6.119884e-04   1.064088e-03   0.000000e+00   9.435625e-01   4.447930e-07 
           100   1.669711e-04   3.003556e-03   6.261437e-04   1.050681e-03   0.000000e+00   9.290617e-01   4.323813e-07 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
           101   1.529133e-04   2.931700e-03   6.406426e-04   1.038583e-03   0.000000e+00   9.153254e-01   4.207877e-07 
           102   1.403944e-04   2.867083e-03   6.551520e-04   1.026781e-03   0.000000e+00   9.022283e-01   4.099399e-07 
           103   1.304438e-04   2.809146e-03   6.680328e-04   1.014272e-03   0.000000e+00   8.904539e-01   3.998294e-07 
           104   1.235110e-04   2.757160e-03   6.810407e-04   1.000406e-03   0.000000e+00   8.794860e-01   3.904253e-07 
           105   1.190373e-04   2.710087e-03   6.951316e-04   9.847688e-04   0.000000e+00   8.694306e-01   3.816963e-07 
           106   1.140164e-04   2.667425e-03   7.100799e-04   9.672588e-04   0.000000e+00   8.601896e-01   3.735998e-07 
           107   1.097823e-04   2.628569e-03   7.255556e-04   9.477034e-04   0.000000e+00   8.514726e-01   3.660974e-07 
           108   1.065694e-04   2.593097e-03   7.414188e-04   9.264176e-04   0.000000e+00   8.436398e-01   3.591747e-07 
           109   1.028099e-04   2.560553e-03   7.576779e-04   9.038184e-04   0.000000e+00   8.366450e-01   3.529359e-07 
           110   9.875377e-05   2.529921e-03   7.721727e-04   8.802306e-04   0.000000e+00   8.300991e-01   3.469497e-07 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
           111   9.480796e-05   2.501201e-03   7.884399e-04   8.547646e-04   0.000000e+00   8.240305e-01   3.416154e-07 
           112   9.017181e-05   2.473704e-03   8.045932e-04   8.291118e-04   0.000000e+00   8.185876e-01   3.366628e-07 
           113   8.493532e-05   2.447238e-03   8.198805e-04   8.022004e-04   0.000000e+00   8.135526e-01   3.320897e-07 
           114   7.974912e-05   2.421487e-03   8.193185e-04   7.748177e-04   0.000000e+00   8.089054e-01   3.279667e-07 
           115   7.502970e-05   2.396282e-03   8.172807e-04   7.470874e-04   0.000000e+00   8.046573e-01   3.242591e-07 
           116   7.013369e-05   2.371314e-03   8.144448e-04   7.188959e-04   0.000000e+00   8.006433e-01   3.208756e-07 
           117   6.573446e-05   2.346612e-03   8.119150e-04   6.905309e-04   0.000000e+00   7.968748e-01   3.178293e-07 
           118   6.195619e-05   2.322149e-03   8.085644e-04   6.622644e-04   0.000000e+00   7.933458e-01   3.151281e-07 
           119   5.900169e-05   2.297955e-03   8.044159e-04   6.343298e-04   0.000000e+00   7.900605e-01   3.127473e-07 
           120   5.586976e-05   2.274072e-03   7.990313e-04   6.066129e-04   0.000000e+00   7.870339e-01   3.106622e-07 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
           121   5.269290e-05   2.250477e-03   7.928696e-04   5.795035e-04   0.000000e+00   7.841669e-01   3.088452e-07 
           122   4.992599e-05   2.227235e-03   7.859213e-04   5.529786e-04   0.000000e+00   7.814589e-01   3.072735e-07 
           123   4.734043e-05   2.204417e-03   7.779716e-04   5.272158e-04   0.000000e+00   7.788960e-01   3.059329e-07 
           124   4.513674e-05   2.182087e-03   7.691371e-04   5.018429e-04   0.000000e+00   7.764706e-01   3.048094e-07 
           125   4.248177e-05   2.160377e-03   7.599303e-04   4.771717e-04   0.000000e+00   7.741697e-01   3.038680e-07 
           126   3.984351e-05   2.139385e-03   7.501832e-04   4.529544e-04   0.000000e+00   7.719867e-01   3.032162e-07 
           127   3.703546e-05   2.119158e-03   7.412101e-04   4.295369e-04   0.000000e+00   7.699067e-01   3.025493e-07 
           128   3.517489e-05   2.099960e-03   7.300189e-04   4.062502e-04   0.000000e+00   7.679316e-01   3.020270e-07 
           129   3.331615e-05   2.081640e-03   7.185365e-04   3.840802e-04   0.000000e+00   7.660528e-01   3.018195e-07 
           130   3.145631e-05   2.064201e-03   7.097290e-04   3.628852e-04   0.000000e+00   7.642633e-01   3.015397e-07 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
           131   3.017766e-05   2.047772e-03   7.001649e-04   3.419346e-04   0.000000e+00   7.625448e-01   3.014681e-07 
           132   2.931356e-05   2.032292e-03   6.896792e-04   3.218987e-04   0.000000e+00   7.608893e-01   3.015243e-07 
           133   2.870853e-05   2.017711e-03   6.796512e-04   3.027566e-04   0.000000e+00   7.592999e-01   3.016933e-07 
           134   2.816883e-05   2.003976e-03   6.702811e-04   2.844743e-04   0.000000e+00   7.577687e-01   3.019636e-07 
           135   2.762730e-05   1.991027e-03   6.617236e-04   2.670419e-04   0.000000e+00   7.562994e-01   3.023278e-07 
           136   2.689554e-05   1.978814e-03   6.540993e-04   2.504767e-04   0.000000e+00   7.548875e-01   3.027803e-07 
           137   2.599212e-05   1.967289e-03   6.477100e-04   2.348202e-04   0.000000e+00   7.535233e-01   3.033109e-07 
           138   2.503465e-05   1.956405e-03   6.427459e-04   2.201078e-04   0.000000e+00   7.521944e-01   3.038947e-07 
           139   2.398617e-05   1.946098e-03   6.392720e-04   2.064009e-04   0.000000e+00   7.509174e-01   3.045506e-07 
           140   2.299144e-05   1.936330e-03   6.377843e-04   1.937468e-04   0.000000e+00   7.496671e-01   3.052363e-07 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
           141   2.207928e-05   1.927053e-03   6.384074e-04   1.820764e-04   0.000000e+00   7.484723e-01   3.059876e-07 
           142   2.115441e-05   1.918215e-03   6.412416e-04   1.714074e-04   0.000000e+00   7.473275e-01   3.068031e-07 
           143   2.028015e-05   1.909781e-03   6.466578e-04   1.617426e-04   0.000000e+00   7.462303e-01   3.076768e-07 
           144   1.952722e-05   1.901721e-03   6.546431e-04   1.530827e-04   0.000000e+00   7.451861e-01   3.086038e-07 
           145   1.882711e-05   1.893988e-03   6.654552e-04   1.454289e-04   0.000000e+00   7.441810e-01   3.095668e-07 
           146   1.814556e-05   1.886564e-03   6.792077e-04   1.387396e-04   0.000000e+00   7.432273e-01   3.105751e-07 
           147   1.747865e-05   1.879417e-03   6.958655e-04   1.329624e-04   0.000000e+00   7.423222e-01   3.116265e-07 
           148   1.688825e-05   1.872535e-03   7.155470e-04   1.280365e-04   0.000000e+00   7.414672e-01   3.127163e-07 
           149   1.631756e-05   1.865901e-03   7.383161e-04   1.238966e-04   0.000000e+00   7.406613e-01   3.138385e-07 
           150   1.573599e-05   1.859495e-03   7.638824e-04   1.205004e-04   0.000000e+00   7.399022e-01   3.149904e-07 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
           151   1.522451e-05   1.853306e-03   7.924487e-04   1.177708e-04   0.000000e+00   7.391921e-01   3.161740e-07 
           152   1.477698e-05   1.847329e-03   8.237463e-04   1.156290e-04   0.000000e+00   7.385285e-01   3.173796e-07 
           153   1.437843e-05   1.841558e-03   8.578546e-04   1.140054e-04   0.000000e+00   7.379177e-01   3.186001e-07 
           154   1.402234e-05   1.835979e-03   8.946856e-04   1.128012e-04   0.000000e+00   7.373234e-01   3.198255e-07 
           155   1.366790e-05   1.830577e-03   9.340525e-04   1.119312e-04   0.000000e+00   7.367706e-01   3.210764e-07 
           156   1.329405e-05   1.825357e-03   9.757026e-04   1.113333e-04   0.000000e+00   7.362690e-01   3.223518e-07 
           157   1.293382e-05   1.820305e-03   1.019668e-03   1.109336e-04   0.000000e+00   7.357847e-01   3.236205e-07 
           158   1.260333e-05   1.815419e-03   1.065863e-03   1.106799e-04   0.000000e+00   7.353591e-01   3.249170e-07 
           159   1.227409e-05   1.810701e-03   1.114038e-03   1.105415e-04   0.000000e+00   7.350007e-01   3.262411e-07 
           160   1.196964e-05   1.806135e-03   1.164078e-03   1.104865e-04   0.000000e+00   7.347063e-01   3.275884e-07 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
           161   1.169138e-05   1.801715e-03   1.216250e-03   1.104566e-04   0.000000e+00   7.344517e-01   3.289408e-07 
           162   1.139549e-05   1.797432e-03   1.270527e-03   1.104199e-04   0.000000e+00   7.342593e-01   3.303149e-07 
           163   1.114625e-05   1.793251e-03   1.325036e-03   1.103499e-04   0.000000e+00   7.340993e-01   3.317039e-07 
           164   1.092059e-05   1.789060e-03   1.349417e-03   1.102474e-04   0.000000e+00   7.339533e-01   3.330971e-07 
           165   1.072244e-05   1.785035e-03   1.274386e-03   1.100907e-04   0.000000e+00   7.339005e-01   3.344917e-07 
           166   1.052530e-05   1.781161e-03   1.221217e-03   1.098677e-04   0.000000e+00   7.339285e-01   3.358955e-07 
           167   1.033125e-05   1.777420e-03   1.189277e-03   1.095759e-04   0.000000e+00   7.340220e-01   3.373079e-07 
           168   1.009931e-05   1.773799e-03   1.172239e-03   1.092150e-04   0.000000e+00   7.341884e-01   3.387359e-07 
           169   9.935365e-06   1.770285e-03   1.163787e-03   1.087828e-04   0.000000e+00   7.344190e-01   3.401768e-07 
           170   9.796781e-06   1.766873e-03   1.160042e-03   1.082683e-04   0.000000e+00   7.347112e-01   3.416294e-07 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
           171   9.623578e-06   1.763564e-03   1.158663e-03   1.076755e-04   0.000000e+00   7.350629e-01   3.430928e-07 
           172   9.468198e-06   1.760353e-03   1.158105e-03   1.070121e-04   0.000000e+00   7.354768e-01   3.445664e-07 
