GeoID,IB_Flap_Deflection,OB_Flap_Deflection,IB_Flap_Gap_Multiplier,OB_Flap_Gap_Multiplier,IB_Slat_Deflection,OB_Slat_Deflection,IB_Slat_Gap_Multiplier,OB_Slat_Gap_Multiplier
LHC037,37.72408435,13.16043428,0.898408485,0.628523524,16.37018104,11.36835581,0.666809887,0.761974821
LHC038,25.28904415,13.06355887,0.884393273,0.568458241,32.60375091,14.76581276,1.147945366,1.176698227
LHC039,32.06400529,13.19961277,0.940903305,0.81062263,16.77733837,19.62123602,0.522118076,1.296716765
LHC040,44.34706689,10.38037933,1.311096638,1.221222576,28.71839149,14.19236188,1.402838738,1.014995068
LHC041,33.22182264,32.82102546,0.913936725,1.013986938,33.81920098,14.63826288,1.389760846,1.303715815
LHC042,33.80184643,27.4386925,0.99446547,1.151617526,13.31999753,25.53155338,0.644083115,0.717263753
LHC043,17.26492236,14.06098438,1.454724588,1.073977821,31.59256472,26.53216026,0.669831499,0.685138715
LHC044,36.98557041,41.54829927,0.698758758,0.732145722,17.19022948,24.73325877,1.223002026,0.931693373
LHC045,36.16290408,36.85383633,1.04544373,1.32169945,10.87004382,19.39730826,1.076840077,1.435306844
LHC046,19.22746963,38.88455794,0.597767163,0.728788462,26.65884629,24.56976345,0.591716036,1.086182939
LHC047,12.46551296,29.9933152,0.541041257,0.897321765,26.05759132,27.17373387,1.24566684,0.719490807
LHC048,26.84868834,37.1342488,1.059475103,1.019882986,14.42605874,13.76178884,1.439380184,1.126204366
LHC049,24.93583761,11.89004364,0.824718227,1.478497994,27.77680893,10.77208512,0.600735277,0.985151041
LHC050,29.19613191,21.33329,1.167939892,0.641477176,31.01826366,11.44175452,1.421644068,1.055753159
LHC051,37.90200268,18.4155927,1.193751514,0.781651213,18.04871618,16.40029205,0.713962786,0.935673085
LHC052,25.98964051,25.15762097,0.56617403,0.551616307,26.90485952,18.71892762,1.352205159,0.785548907
LHC053,18.43714586,30.59038429,1.231639654,0.762365855,26.14875472,13.26784076,1.299944225,1.465222844
LHC054,22.13100776,38.01988199,1.438197712,0.977100534,31.44412774,20.34425311,1.101997484,0.575408547
LHC055,13.9783657,14.52518701,0.946430105,1.498101441,28.5669098,33.53887785,0.903638709,1.317593722
LHC056,44.00269061,34.73357988,1.206711366,1.309891266,30.55344261,20.05270213,1.194205412,0.516615531
LHC057,40.97162486,29.54495609,1.33960644,1.428340045,17.56595814,29.41799965,1.350968582,1.227201496
LHC058,32.35829482,23.91226627,0.81570095,0.854966423,24.84613645,18.48755659,1.207728571,1.364013563
LHC059,25.18527518,26.06046855,0.681715815,1.002652805,28.24898568,19.53423477,0.82527539,0.701479867
LHC060,14.30260071,35.92284335,1.176951134,0.817424294,16.95054334,10.28588358,0.958658044,1.191206097
LHC061,42.89330167,34.24753423,1.363243319,0.577062882,34.01417996,16.57560569,0.578791188,1.360312036
LHC062,15.57278129,22.96817811,0.615877437,1.369318412,32.93604641,13.64143932,0.924864456,1.369672783
LHC063,23.63877788,35.38673754,0.858584351,0.890381611,22.08385491,24.60799288,1.163578078,1.322052267
LHC064,11.15833579,28.57304887,1.258706824,1.200490155,26.7441994,25.49752196,0.895944323,1.358494412
LHC065,25.72170026,27.89980058,0.54016734,0.638072966,15.7728835,23.5878933,1.324374195,0.776024744
LHC066,23.44498387,11.81496923,1.447808815,0.923674984,31.35880406,15.74485722,0.56608593,1.437834559
LHC067,38.74095141,33.87264466,0.57836602,0.790008069,30.52933204,21.04737006,0.699188927,0.914371021
LHC068,41.69412889,16.28330059,1.414404927,1.329560538,14.52550719,30.79580765,0.975449087,0.63417361
LHC069,30.11002403,31.33110396,0.587359475,0.915833757,28.46212806,16.30014611,1.03231788,0.658760126
LHC070,44.80226489,44.33255099,0.819926483,1.11128682,15.06109796,16.77860707,1.180027939,0.763407596
LHC071,27.7334005,20.34065196,1.281506602,0.664207039,30.3137262,27.8348507,1.459761909,1.397310803
LHC072,14.574409,42.59937562,0.608959571,1.06832611,25.93446435,24.43919643,1.325530965,1.310884508
LHC073,43.11501198,18.82413265,1.212925963,0.917211883,25.88009324,26.97084387,0.752651594,0.739529869
LHC074,33.60105225,32.3060907,1.087359206,0.611663938,24.65352244,16.10895573,1.494569093,1.0517368
LHC075,30.99775549,44.0684504,0.918662435,1.337820021,14.73880937,16.83295256,1.138159365,0.966543171
LHC076,11.79674897,30.13515758,1.373913087,0.990968092,27.5335293,26.52035716,1.274838006,1.096243458
LHC077,38.94303397,40.60974215,0.503394436,1.12192657,11.66434675,34.31314149,1.283977009,1.146731286
LHC078,36.25709992,24.97232192,1.12067522,0.906441122,32.54148738,28.14453671,1.10468069,1.212435852
LHC079,17.69499088,17.30313831,1.471552109,1.4858464,19.90048199,14.57072975,1.028796102,1.385791002
LHC080,23.72297985,40.7899607,1.352771117,1.267474398,19.58753492,27.76433056,0.925584664,1.421648586
LHC081,44.12626323,42.89380012,0.61879698,1.186491121,18.62876724,29.12507325,0.927166753,0.7902113
LHC082,38.25246935,23.69818086,1.035755747,1.494487038,18.08469741,25.01933784,1.498156681,0.970869139
LHC083,44.61299504,44.55125655,1.182723274,0.607021174,22.35494929,28.56297339,1.31589613,0.979475549
LHC084,29.03277773,31.67122644,1.395335864,0.697550594,17.83708797,16.52736307,0.636365052,1.063964956
LHC085,38.06016907,29.26323124,0.746390312,0.770426674,22.64285215,33.47172836,1.394328853,0.833034916
LHC086,26.28695947,19.2534995,1.406313618,0.668374457,34.03899449,23.73871186,1.214451899,1.282888615
LHC087,40.36358057,22.18650864,0.652721732,1.237487792,28.29584815,19.93605818,1.381350801,0.616946926
LHC088,29.6207294,33.27406134,1.278381394,0.570309944,31.4070836,18.85353064,0.875660879,1.000206043
LHC089,11.64813788,42.40178208,1.393073973,0.592981731,17.29010086,33.00700589,0.977433464,0.769758663
LHC090,11.4510072,24.72160868,1.354660366,1.31659768,34.45587072,34.54483342,1.341342221,0.850902944
LHC091,15.32833402,11.21368037,1.427310009,1.311701626,33.53487688,19.75363243,0.544371772,0.707215076
LHC092,33.68815704,31.72967712,0.57106017,0.742120526,12.81782509,21.84570663,1.415495995,0.869927453
LHC093,43.53652422,30.69959739,1.185842738,0.630265283,20.50226599,21.11216372,0.558087817,0.94896081
LHC094,26.82951683,23.26202414,0.980489543,0.98320957,16.05706931,33.17586914,0.603423244,0.779510595
LHC095,36.34540589,28.77296363,0.531213961,1.395559285,20.2497553,24.05885088,0.963017782,1.314904727
LHC096,37.56182687,11.3394371,0.60047504,0.53963787,20.10525891,16.12943588,0.641934094,1.438123974
LHC097,31.89683327,26.11188617,0.604152642,1.14611301,34.24178731,16.51957662,0.516808503,1.137259191
LHC098,16.50834854,31.75070891,1.196536896,0.816597305,12.61422635,13.04921976,0.988795501,1.308377684
LHC099,32.40379892,23.64090916,0.797718097,1.084753436,17.9518346,27.65865592,0.838995545,0.844321702
LHC100,13.18406155,42.26862995,0.818493427,0.530438092,15.43227708,24.46569541,1.002681965,0.687887945
LHC101,29.58223283,27.78485201,0.728957427,1.332056291,26.49726887,28.39882981,0.706938123,1.362995043
LHC102,44.42321373,41.32017635,1.13294935,0.580633235,25.11411688,10.00094274,0.751382166,0.706893663
LHC103,34.4233232,20.68888737,0.58516983,0.893503122,19.30980003,33.67845795,1.335356621,1.479021682
LHC104,41.85820661,14.46094739,0.769921282,1.417862043,30.29253888,25.36810217,1.304363452,1.386776839
LHC105,11.13047648,25.12365867,0.51361521,0.814723826,14.90710545,32.36206733,1.026405443,0.95749896
LHC106,10.9038667,14.61085823,1.160114256,0.84989592,17.9276508,34.00260026,0.783722192,0.626554765
LHC107,18.06146325,40.07203348,1.452063327,1.453704732,32.51742916,13.39929748,0.568732093,1.184637042
LHC108,21.34505425,25.85054664,0.860827144,1.45496398,32.17782679,22.23670286,1.438486104,0.599214345
LHC109,10.43852184,40.9996622,0.650891773,1.183177022,17.52320344,15.96067603,0.999517594,1.390208121
LHC110,33.86774064,23.36315976,0.633688569,1.194329417,33.60402026,15.63707335,0.520623734,1.085930234
LHC111,29.41303301,29.67183069,0.658800032,1.265982816,12.01996416,28.92518634,0.57269468,1.128886139
LHC112,15.17831771,37.49336953,0.84249677,0.964144406,25.95927934,18.576775,1.413133281,1.033099694
LHC113,26.17596354,33.48293938,1.088404297,0.681302447,22.23029038,11.73734778,1.081601042,0.730210947
LHC114,40.16401218,25.88788701,1.025626743,1.334915024,20.3883637,22.69600393,0.880875927,0.591463953
LHC115,40.03091436,24.55838664,0.808413183,1.166514894,19.40869196,11.33153077,0.866276572,0.657532772
LHC116,39.27057475,13.75304932,1.325647142,0.735412868,21.28045043,26.19275343,1.090922314,0.824013067
LHC117,33.37938238,40.03495101,1.459697237,1.443302607,33.68527787,10.98751112,1.41723702,0.736505018
LHC118,20.01767213,34.76173639,0.957347089,1.181054205,22.75095015,11.26667364,0.561719768,1.213126718
LHC119,34.17403332,15.02897405,1.137693794,1.131364715,28.98528823,15.1073414,0.553231607,1.248615315
LHC120,37.63747886,39.30068117,1.389886458,0.71455866,26.70867462,23.43076899,1.316956383,0.673858498
LHC121,38.81530952,16.76453473,0.780555769,0.679258127,15.94592358,26.467315,0.594762594,1.221448966
LHC122,10.50652728,25.40710763,1.012033614,1.058537985,12.72629696,11.672817,1.044053951,1.162896376
LHC123,36.07805953,35.30894105,1.135118846,0.6240551,15.82019343,27.98430113,0.720923234,0.633175623
LHC124,21.42471426,44.13922312,1.075455101,0.988102555,12.75643696,13.47232831,0.863463227,1.355565818
LHC125,27.55790247,25.46301183,0.700999429,0.922551328,10.73416071,13.12703838,1.447408017,0.627664097
LHC126,44.16211355,27.94363294,0.764957418,0.650363664,10.64449389,17.31542385,0.93400465,0.759091669
LHC127,35.70312142,21.93538198,1.305388337,1.415327743,16.89171005,28.62837798,0.615907245,0.521056776
LHC128,20.39333194,16.35481935,1.345057202,0.699545764,33.48492797,14.15606218,1.209041837,1.494178766
LHC129,43.34885966,21.77924866,1.200317558,0.695131802,17.35502798,11.96209259,0.818713875,1.161092814
LHC130,20.91054132,38.52758784,0.993998949,1.423183086,10.4904726,17.4029391,1.098336684,1.068888338
LHC131,24.80608835,25.22081651,0.933050429,1.086039337,18.22626557,13.44233291,1.348934834,1.024878301
LHC132,33.48701803,42.18558563,1.462101393,0.564078946,27.98101406,25.57118029,1.364554321,0.676599991
LHC133,19.11181653,19.88524789,1.491451473,0.968363616,23.4793718,28.73189897,0.653224893,1.39155931
LHC134,32.84070015,11.75040035,0.943173519,0.731741849,27.15647519,23.70599165,0.620731919,1.073187876
LHC135,13.80567699,39.1501426,1.344701088,0.824086259,34.14506394,14.25687632,0.831581817,0.541768705
LHC136,43.94591141,15.52526734,0.949191942,0.806323578,22.74075008,17.99710878,0.691920123,1.166437785
LHC137,28.85920826,21.06080197,0.720205098,1.461909622,20.87635932,10.37998124,0.689406125,0.581053884
LHC138,35.3966217,26.76134897,1.489385715,0.644664725,32.34952604,27.40555424,1.065489245,1.148846798
LHC139,35.32639798,27.70756531,0.869893137,0.81371188,16.16617279,17.45914103,0.576672875,1.219023216
LHC140,38.84446402,15.48188093,1.265730345,0.586464515,22.61204992,11.22264314,1.237634571,0.98617556
LHC141,44.44385301,18.86706297,1.465039545,1.098153275,11.2115104,25.33129996,1.300957435,0.723061899
LHC142,30.92497002,34.42336825,1.298321233,0.856024919,22.89006518,16.03616712,0.815046713,1.338574941
LHC143,12.62423813,16.56992383,0.942308493,1.235172298,30.96935951,27.52204525,0.633644861,0.704686505
LHC144,33.9876161,26.14842976,0.863548616,0.558146713,29.930457,17.11890147,0.695225683,0.937624723
LHC145,15.99221814,16.2039505,0.707047334,1.281558039,11.0703607,11.38212425,0.545933026,1.246003622
LHC146,42.20432055,34.16902785,0.968732097,0.720988469,27.13525311,30.56095587,0.8147682,0.563393478
LHC147,42.13886853,17.35925658,0.939257179,0.832613804,20.706689,34.03808923,0.55463537,0.552925433
LHC148,10.93466651,43.92668624,0.843511247,1.253495958,34.41534793,24.47610406,0.50123856,0.534116687
LHC149,33.78555747,41.46625521,1.027124904,1.373601315,22.21689996,30.21702661,1.373649184,1.075726932
LHC150,35.80173632,10.4239633,1.381735386,0.550124218,17.97551741,26.72307141,1.477050438,1.304248321
LHC151,28.59472252,30.09376053,0.514475276,0.573801498,23.4541622,12.29364124,0.51920168,1.256264387
LHC152,37.50917518,28.41387805,1.110702188,0.919069882,28.17461959,20.40280462,1.196366476,0.920769907
LHC153,20.56153043,12.28356032,0.644736484,1.455907136,32.98401841,12.0128359,0.886509723,1.116593426
LHC154,39.06496228,15.40112034,1.403320179,0.908471246,13.42721706,34.43190974,1.358046152,0.888946161
LHC155,31.13742215,42.09374405,1.112307855,1.299761873,23.55217936,26.89119332,1.393814226,0.597572822
LHC156,24.07772957,20.65594113,0.607501257,1.247523858,13.35531937,13.80605829,0.51144394,1.286574172
LHC157,23.16282331,30.99409108,0.656292658,1.36853262,26.78622566,11.80820288,1.23105802,1.01344962
LHC158,30.63805544,37.76935617,1.341075505,0.678781922,27.86312959,14.88646559,1.296634875,1.048277657
LHC159,30.70999986,31.30553883,0.934753203,1.38090415,16.77007053,28.91115545,1.127527707,1.032980807
LHC160,12.93153312,20.7248445,0.679969303,0.918104154,26.34516094,27.0951282,1.115083362,0.802497203
LHC161,18.59750669,10.97618219,1.069454301,0.612607998,28.40161376,29.87779524,1.454506984,1.481924565
LHC162,20.73237776,12.90033751,0.754942185,0.759719248,13.56178081,12.07752821,1.359414749,0.864792039
LHC163,40.2829152,30.75952815,1.315119124,0.848892137,25.32774992,22.0201585,1.046953823,0.578504051
LHC164,27.57828916,35.34714244,1.234999057,1.282491361,25.67804916,30.8248096,0.951003345,0.700104333
LHC165,18.0171697,40.28960436,0.954849336,1.255351787,17.88284372,20.44336355,1.190901949,0.981220942
LHC166,42.81347921,23.04936504,1.009489281,1.351379565,14.78421925,12.80610836,1.068424247,1.452806004
LHC167,41.32436664,20.98643843,1.102217171,1.032635424,32.78086418,29.94659915,0.868369088,1.074778867
LHC168,22.37487045,17.76949202,0.967156039,1.343549978,26.39404694,31.03597,0.557880526,1.16009289
LHC169,37.10645716,27.62243795,0.653332063,0.872050147,28.79333571,31.79202743,0.685538183,1.069495745
LHC170,21.14328245,37.03498507,1.350538153,0.56586627,32.43067235,10.95529236,0.651346417,0.764576246
LHC171,16.89885438,31.50507202,1.240612021,1.347650095,12.37627515,12.96012587,0.984546586,1.285682519
LHC172,37.96783897,35.42664717,1.226527246,1.085869548,20.75654923,13.10435855,1.151809414,0.583833369
LHC173,23.712879,25.23848843,1.306000374,0.635900723,12.92537804,21.79221508,1.056410186,1.482804484
LHC174,43.10432464,19.11397096,1.103084873,1.420096703,26.54321958,23.7508394,0.674454632,0.917937627
LHC175,33.07655143,34.10732413,0.705582406,1.202603483,25.7725019,28.9536375,0.679941108,1.183008771
LHC176,11.07911822,28.20512527,0.970108972,0.647100686,29.77621974,18.61448493,1.369020073,1.129419176
LHC177,40.90444813,14.20634627,1.171921924,0.940323899,33.92142757,13.86379679,0.952746381,1.440534376
LHC178,39.80173207,29.88160539,0.645732836,1.147621485,31.53194596,20.01116604,1.160898858,1.083547874
LHC179,18.79681798,20.44201505,1.274844961,1.165366095,21.85564141,26.24629488,0.724736155,0.788320057
LHC180,38.07193641,35.15303721,1.148726155,0.711391111,28.49065549,32.43568086,0.585125844,0.951604305
