x,y,u_exact,v_exact,p_exact
3.3870295796514958,0.53996123733574564,-0.18857811815111211,0.45123855601344165,-0.27700076656386674
3.4852043500761769,0.53996123733574564,-0.26146187973933399,0.4379869029962114,-0.25470860898971953
3.5833791205008576,0.53996123733574564,-0.33182762049606346,0.42051719667513165,-0.22633607415774207
3.6815538909255388,0.53996123733574564,-0.39899767987198714,0.39899767987198725,-0.19297350267002625
3.7797286613502199,0.53996123733574564,-0.46232517347642488,0.37363559729735701,-0.15590299943889938
3.877903431774901,0.53996123733574564,-0.52120022292763679,0.34467519967075932,-0.11654916311415593
3.9760782021995817,0.53996123733574564,-0.57505582931503141,0.31239539145270212,-0.076424339555870385
4.0742529726242633,0.53996123733574564,-0.6233733337086298,0.27710704484226295,-0.037070503231126782
4.172427743048944,0.53996123733574564,-0.66568741212808602,0.23915000590787353,-6.8173029977690191e-17
4.2706025134736247,0.53996123733574564,-0.7015905568669929,0.19888982168389988,0.03336257148771566
4.3687772838983063,0.53996123733574564,-0.73073700101485972,0.15671421975287383,0.061735106319693374
4.466952054322987,0.53996123733574564,-0.75284604838147506,0.11302937421692123,0.084027263893840506
4.5651268247476677,0.53996123733574564,-0.76770477675466364,0.068255994019118554,0.099382369096168849
4.6633015951723493,0.53996123733574564,-0.77517008845758495,0.022825271286389587,0.10721033384499523
4.76147636559703,0.53996123733574564,-0.77517008845758495,-0.022825271286389417,0.10721033384499523
4.8596511360217116,0.53996123733574564,-0.76770477675466364,-0.068255994019118388,0.099382369096168904
4.9578259064463923,0.53996123733574564,-0.75284604838147506,-0.11302937421692105,0.084027263893840576
5.056000676871073,0.53996123733574564,-0.73073700101485983,-0.1567142197528737,0.061735106319693464
5.1541754472957546,0.53996123733574564,-0.70159055686699301,-0.19888982168389974,0.033362571487715778
5.2523502177204353,0.53996123733574564,-0.66568741212808613,-0.23915000590787341,5.6810858314741828e-17
5.350524988145116,0.53996123733574564,-0.62337333370863002,-0.27710704484226284,-0.03707050323112665
5.4486997585697976,0.53996123733574564,-0.57505582931503163,-0.31239539145270201,-0.076424339555870247
5.5468745289944783,0.53996123733574564,-0.52120022292763701,-0.34467519967075916,-0.11654916311415579
5.6450492994191599,0.53996123733574564,-0.46232517347642488,-0.37363559729735707,-0.15590299943889938
5.7432240698438406,0.53996123733574564,-0.39899767987198742,-0.39899767987198714,-0.19297350267002611
5.8413988402685213,0.53996123733574564,-0.33182762049606407,-0.42051719667513143,-0.22633607415774185
5.9395736106932029,0.53996123733574564,-0.26146187973933394,-0.4379869029962114,-0.25470860898971953
6.0377483811178836,0.53996123733574564,-0.18857811815111239,-0.45123855601344165,-0.27700076656386668
6.1359231515425643,0.53996123733574564,-0.11387824619781009,-0.46014453506417607,-0.29235587176619504
6.2340979219672459,0.53996123733574564,-0.038081664481440479,-0.46461907070165276,-0.3001838365150214
